ItemID,Sentiment,SentimentText
1040461,Negative,nintendo presentation was a deception who s that girl she was just anoying 
1040462,Positive,nintendo presser starting at e3 noowww i think still want the sony 1
1040463,Positive,nintendo wii your library aka we launched the wiis at work today going good so far
1040464,Positive,ninty degrees and sunny for the next 3 days 
1040465,Negative,nip tuck got cancelled
1040466,Negative,nip tuck has been cancelled 
1040467,Negative,nip tuck is cancelled noooooo
1040468,Positive,nip tuck til kendra s new show t v is my drug
1040469,Positive,nipplebull commented on the photo in my peaceful state featured http tinyurl com klfyob
1040470,Positive,nippsey hussle needs to stop b4 he starts westcoast rap is dead sad but true we need a jigga type nigga in my city
1040471,Negative,niptuck is cancelled
1040472,Negative,nirvana quot smells like teen spirit quot http twt fm 132752 i listened to this it made me cry
1040473,Positive,nisha is my twitter mentor
1040474,Positive,nishan had his 2 month immunisation today he is doing fine now
1040475,Positive,nite thewych and omg wemb did you get aprillian on the show and she cut loose wonder how much craziness will appear in 28
1040476,Negative,life sucks i m back at home after being dragged from camp to do some gay sounds engineering thing tomorrow brother my brother rip luke
1040477,Negative,life sure can throw you some change ups another week ahead well lets get started and im off 
1040478,Positive,life without a cell phone is indeed wonderful 
1040479,Negative,life without cg apps is hard on vacation squarespace
1040480,Negative,life without looooooooooove is oh so cruel baby
1040481,Negative,life without the internet is like living in the dark ages 
1040482,Positive,life without you blows babe simply blows but keep your head up the move to vegas is happening and is for certain 
1040483,Positive,life would be best if bryan was naked by my side eating summer sandwiches and drinking crystal lite
1040484,Negative,life would be easier if i could just pick up the phone and call him stupid international roaming rates and timezones 
1040485,Negative,life would be so much easier w an umbrella amp all my import numbers back
1040486,Negative,life you suck 
1040487,Negative,life why do you have to suck so much
1040488,Negative,life s a bitch and so is dick cheney p2 bipart tlot tcot hhrs gop dnc http is gd djyq
1040489,Negative,lifeeee sucksz 
1040490,Positive,lifeguarding coney come visit tweet lata 
1040491,Positive,lifeguarding from 1 11ish the pool movie night tonight at the pool starts at sunset 
1040492,Negative,lifeline bookfest next weekend and i am working both days http www lifelinebookfest com 
1040493,Positive,lifes a beautiful thing 
1040494,Positive,life s a climb but the views great guilty lt 3 
1040495,Negative, life s a climb but the view is great travis miley omg so cute deh
1040496,Positive,life s a climb but the views great
1040497,Positive,life s a journey not a destination listening to prob one of my fav aerosmith songs while cleaning my room
1040498,Positive,life s been good recently i likey
1040499,Positive,lifes been sweet ever since thursday im totally livin the life right now
1040500,Positive,life s for a while live it in style
1040501,Positive,life s fucking goooooooooood 
1040502,Positive,life s good god blessings bye
1040503,Positive,lifes good when your watching movies and having instand noodle with your number one
1040504,Positive,lifes good 
1040505,Negative,lifes just doo da doo shes so not right
1040506,Negative,life s not going perfect
1040507,Positive,lifes on the up boyyy haha
1040508,Negative,lifes really getting away from you when your day of consists of buying hair product and maybe a washing basket
1040509,Negative,life s so boring
1040510,Positive,life s sweet moments no 1 sharing a cup of midnight ice cream with my wife 
1040511,Positive,lifesavers gummies are amazing 
1040512,Positive,lifesss great
1040513,Positive,lifetime movie and chinese food
1040514,Positive,lifetime movies are lame that s for you q 
1040515,Positive,lifted soil bags that weighed a ton out of our car i feel the power lol
1040516,Positive,lifting around 10 working belt test later then who knows hit me up cant wait for that cinnamon raisin toast in the morning yummmmm
1040517,Positive,light beer and cooked salami sausage 
1040518,Negative,light gayee pakcricket light gayee
1040519,Negative,light on window open at least a bazillion flying bugs around my screen
1040520,Positive,light skinned slim nice shape long hair gimmeyournumber lol ziggykai countin on u wid da hold down
1040521,Positive,nite all my tweeps god loves u so much and so do i
1040522,Positive,nite all couldnt sleep now i might be able to cya in the morning
1040523,Positive, nite all see you at 4 45 well some of you anyway 
1040524,Positive,nite and thank you for following me x
1040525,Negative,nite jillie in san fran i miss you 
1040526,Positive,nite nite everyone setting my alarm for a dawn patrol session tweet you all in the am bright and early 
1040527,Positive,nite nite tweets sweet dreams until tomorrow
1040528,Positive,nite nite tweets until tomorrow sweet dreams
1040529,Positive,nite nite twit hav a wonderful dream they r hard to come along muazz 
1040530,Positive,nite nite twitter doves i m goin 2 sleepy bye land see ya ther
1040531,Positive,nite nite twitter frnds im goin to sleep now hopefulli i dream about being married to a ball player
1040532,Negative,nite nite tyme twitters gotta major headache
1040533,Positive,nite peoples 
1040534,Positive,nite ppl what a great day valerie nichole 
1040535,Negative,nite tweeple tomorrow will be day 25 at work 
1040536,Positive,nite tweeps eyes hurtin that means time 4 bed b bac 2mrrw xoxo
1040537,Positive,nite twitter world b happy b healthy b safe and party n style xox britt
1040538,Positive,nite twitter world early morning 2moro barrel race wish us luck btw barrel race is rodeo sport 4 all those city folk who didnt no 
1040539,Positive,nite twitters cant wait till tomorrow
1040540,Positive,nite twitterworld thanks for the entertainment newspapercrane
1040541,Negative,nite twitts goin 2 bed got class 2morow
1040542,Positive,nite yall this time it s 4real lol ima have 2 turn off my phone so that i don t get back on love my followers
1040543,Positive,nite again good dreams you stt have my heart
1040544,Positive,niteeee my loves
1040545,Positive,nitey amp have a good monday tweeters enjoy the musical selection 
1040546,Positive,nitey nite peeps p hee hee goin to bed as soon as my shows over nite c ya in the mornin lt 3 leyla
1040547,Negative,nitey nite twitterland gotta take the kiddo for an early morning dr appt round 2 of chicken pox vaccination
1040548,Positive,nitro hw theatre talent linear algeb quiz research fil elfili chem materials english groupwork ap 
1040549,Negative,nitwit forgot the rules to this board no pinks http tinyurl com m6m2yv
1040550,Negative,nixies are busted did i fry the arduino the power supply or the driver board 
1040551,Negative,nixing the beach for the backyard too much to do around the house today 
1040552,Positive,nj for the night
1040553,Positive,nj modeling affair club quest tonight right after i nap
1040554,Positive,njanjanja nothing special coffee mmmmm 
1040555,Negative,njhalo todayyyy i did okay
1040556,Positive,njoying sunday netrockers plce and learning abt more in joomla
1040557,Positive,njoying this morning
1040558,Negative,nk army nobody commented on my music wtf whoa i have no voice 
1040559,Negative,nk link media mobi girc gt invalid link link media mobi run gt invalid link http tumblr com xhs1s2yci
1040560,Negative,nkotb not coming very sad yet john farnham is touring again 10 yrs after the the last time tour 
1040561,Positive,nkotb after party june 21 the rosewater hosted by rasta phil lgt ladies full service continues into the wee hours of the morning
1040562,Positive,light sparing today in kickboxing class i like it
1040563,Negative,lightening and thunder all around but no actual rain now in fort lupton
1040564,Negative,lighthouse cookies for today 80 to decorate in about 100 humidity these little buggers will never dry
1040565,Positive,lighthouse family in a bar drinking my oj awesomeness
1040566,Negative,lightning havn t seen that since cuba o now i miss cuba
1040567,Positive,lightning racer has 2 trains on the thunder side but none on lightning walked on the back now we have a two train wait for the front 
1040568,Positive,lightning i love rain storms
1040569,Negative,lightning i think i have an ear infection asumthin my ear hurts and i love the new iphone softwear
1040570,Negative,lightning strong lightning eek im sacred 
1040571,Negative,lightning i love storms tell you what i don t love the fact we re back at college tomorrow
1040572,Negative,lightnings do not bring down huge airliners personal note i do not trust airbus 
1040573,Negative,lightroom spaces osx fail
1040574,Negative,lightroom doesn t like my 11 000 px panoramic pic
1040575,Positive,lights are on patricktriplex is ready gonna shoot soon
1040576,Negative,lights back now i m awake 
1040577,Negative,lights back boo
1040578,Positive,lights flickering i ll shut down the laptop as i think the power may go out time to watch on the porch
1040579,Positive,lights lights lights yes please
1040580,Negative,lights off i will going to campus without enough shower twat 
1040581,Negative,lights off again
1040582,Positive,lights off good night world 
1040583,Negative,lights off work done going home sloooowly too tired to think about tomorrow 
1040584,Negative,lights went out during matrix and scooby doo cyberchase now me gotta clean bathroom then homework
1040585,Positive,lighty feeling good next stop go see that man dinka2000 and my new bottle of goose don t worry the bestie is driving
1040586,Positive,like 1000000 times as many as i could jenkellytisdale
1040587,Negative,like 2 hours into ohio with charlie he s about to begin his stupid trip 
1040588,Negative,like 3 more days of school cant believe its gone by so fast here comes summer goodbye 8th grade s k i n g 
1040589,Negative,like 30 minutes then putting it onto itunes will take awhile i had to pay for a program gt what u up 2 
1040590,Positive,like a camera use negatives to develop 
1040591,Positive,like a feather
1040592,Positive,like a lime to a lemon and a lemon to a lime day 5 100 cals oh snap gl meagan
1040593,Negative,like a mouse in a maze as if have a choice on whether to at th cheese when i m made to starve amp led by missing walls yeah genius 
1040594,Negative,like at this stage writing into hr or disney isnt gonna help they didnt give us enough notice
1040595,Negative,like clockwork cping com is down 6am gmt
1040596,Negative,like clockwork up again at 4am
1040597,Negative,like demi would say my throat is on fireeeee 
1040598,Negative,like eh can anyone help with suggestions as to why an account i can log into and look at and go oooo at cant be found in people search
1040599,Positive,like go green go positive with music antonio 5 year old rapper from atlanta treat your kid to something that they can enjoy and be a kid
1040600,Positive,like his dad who will always be timeless
1040601,Negative,like i always say you don t appreciate your toes until you re pretty sure one is broken
1040602,Negative,nkotb is near and yet i wont be seeing them 
1040603,Negative,nkotb peeps please watch and explain to me what ddub means by final chapter cuz i think i m gonna cry http tinyurl com mtoclu
1040604,Negative,nkotb tour was cancelled
1040605,Negative,nls recert all day wish me luck 
1040606,Negative,nm wendys closed
1040607,Negative,nm you im eating and i have to go soon cuz i gtg to my moms no computer there
1040608,Negative,nm ballet canceled surefire way to depress me guess i ll watch sara doran on jeopardy like ebuehm until the game starts 
1040609,Negative,nm insomnia wins again walked to pharmacy at 2 30am for sleeping pills and vicodin this sucks i m in a bad mood as it is 
1040610,Negative,nm it was more of an hour and a half wait for the wynn buffet 
1040611,Negative,nmg still stuck on a call time call was received 08 51pm
1040612,Positive,nn tweeps i ll be back tomorrow sweet dreams of the stanley cup 
1040613,Negative,nnever will i ever get chorizo amp egg burrito from el tarascos disappointed lt gt 
1040614,Positive,nnngh the sound quality is sooo goood lt 33333333 and a headphone jack glee 
1040615,Negative,nnnnneeeeeed to loose some w8
1040616,Negative,nnnnngh don t wanna get my ass in gear for school guess that s what i get for taking summer classes 
1040617,Negative,nnnnoooo nick is leavin phyllis for sharron bullshit
1040618,Negative,nnnnope couldnt see him
1040619,Negative,nnooo italy ur causing fights
1040620,Negative,nnoooo my hair poofed but the color looks great okay must plug in the straighter
1040621,Negative,no britt at work today so ronery
1040622,Negative,no i m so upset lol but hey can u bring my cds tomorow to school 
1040623,Negative,no imma c him latah dis wk tho lt summ3rz h3r3 gt 
1040624,Negative,no it said it could take 3 5 days just to be shipped hopefully i get it next week 
1040625,Negative,no jon and kate are getting a divorce thats so sad my tv family is falling apart i feel so bad for there 8 kids 
1040626,Negative,no kentia hall classic arcade area this year evidently
1040627,Negative,no they are in july now my mom moved them
1040628,Positive,no things now atl left japan and im still on test week xxsachixx
1040629,Negative,no beertweetup in bangalore 
1040630,Negative,no cubs blog today my computer died
1040631,Negative,no dongle this tuesday why even have tuesday if stephen s not going to come in our ears as it were 
1040632,Negative,no iphone update yet 0s3
1040633,Negative,no logies for me at the moment 
1040634,Negative,no mountainbike world cup in southafrica in 2010
1040635,Negative,no pre updates or new apps today
1040636,Positive,no actually they havent ruined my day thats what they wanted to do im gonna forget about that idiot and enjoy myself
1040637,Positive,no i am most definitely not at that place i am on the m2
1040638,Negative,no brianedward today sadness have fun in cali i ll miss youuuu
1040639,Negative,no nicksantino don t sing this century my love for you is wavering now
1040640,Negative,no switchfoot concert for paigey everyone i know left cuz the rain 
1040641,Negative,no ustreamtv show tonight i m not in nyc until thursday miss you all 
1040642,Negative,no 12 hour coma today i had a nightmare that shook me awake 
1040643,Negative,no 1 s talkin 2 me on msn waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa cryin_ 
1040644,Negative,no 3 0 download for me yet i m guessing itunes is overloaded or something 
1040645,Negative,no 3 0 for me i always get the bum gadgets wtf new exciting stuff for me fail
1040646,Negative,no 3 0 update for me yet
1040647,Negative,no 3 0 going to bed
1040648,Negative,no 3 0 yet
1040649,Negative,no 3g wireless in farm country
1040650,Negative,no 3gs for me today 
1040651,Negative,no 3pm finish for me today
1040652,Positive,no 5awesomeoptimists video from me this week but mrhollick filled in for me http bit ly 19860o see y all there next week 
1040653,Negative,no 64 bit support for microsoft fingerprint reader i ve gotten so used to just scanning in home and now i have to type a pass again 
1040654,Negative,no a c in florida is terrible i need a new car
1040655,Negative,no aaron tveit until september and maybe not till october for me because i m working on a show nooooooo 
1040656,Negative,no advice 
1040657,Positive,no afternoon class today yeay 
1040658,Negative,no afternoon well wishes i know when i m not wanted 
1040659,Negative,no alieve ibuprofen tylenol asprin advil or anything of that nature wtf am i going to do this sucks i need medical insurance 
1040660,Negative,no all time low concert for me 
1040661,Negative,no amec job for matt
1040662,Negative,no amount of free food amp drink will make up for the inevitable jetlag on its way as i ve not slept a wink amp it s only 3pm here
1040663,Negative,no amount of stupid cartoons will make me feel better tonight being suicidal would be better than this criminy what is wrong with me
1040664,Negative,no annual 4th of july party at the belden s this year boo 
1040665,Negative,no aquaman for help tweeps atlantis is floating on the waters of the pacific and it s being decommissioned by the ioa 
1040666,Negative,no art for a couple of days if not a week do to old hockey injury back i am out for the count till the pain subside
1040667,Negative,no arthur smith last night but silent disco was awesome 
1040668,Negative,no asish control urself tomorrow is a working day
1040669,Negative,no astros game tonight and no college class tomorrow as it is canceled just only gym and maybe seeing taking of pelham 1 2 3 o
1040670,Negative,no awkwardness pleaseee and let it end soon 
1040671,Negative,no b2g1 for me trying to save cash for next month s vacation 
1040672,Negative,no baby just yet not sure how long it s going to be so i had to head home got work in the morning and i can t afford to call in 
1040673,Negative,no bangs for me anywhoo taking a chill pill today getting ready for the crappy work week ive got ahead 
1040674,Negative,no bank card no going out x
1040675,Negative,no baseball so work is next on the agenda
1040676,Negative,no baseball game cause the rain time to make steak and potatoes for dinner
1040677,Negative,no basketball game today i feel lost
1040678,Negative,no basketball this morning so i think i may commit my morning to being lazy and playing gta iv yes this is how behind i am on games 
1040679,Negative,no basketball til thrusday what am i suppose to do 
1040680,Negative,no basketball til thursday i already miss it
1040681,Negative,no basketball till thursday
1040682,Negative,no bbq today well i might do a veggie burger on it anyway on the plus side we re having quiche 
1040683,Negative,no bday parties for me today or vids to create saw one baby opposom make it one died and the tiniest one is in my care and wounded 
1040684,Negative,no beach for me time to get clean and make other plans 
1040685,Negative,no beach today storming that s ok gotta do some shopping i can t wait to come back and see jason
1040686,Negative,no beach today crap weather and what not 
1040687,Negative,no beach baby would melt
1040688,Negative,no bear kristie s seen too much of the bear http tinyurl com mync2o
1040689,Negative,no beef festival but it s been a good day time with family and it s my fiance s birthday 
1040690,Negative,no before the storm at any concert but dallas jealous
1040691,Negative,no belly dancing just cardio
1040692,Positive,no better way to start off the day then with an iced coffee
1040693,Negative,no beverages or snacks i guess i can t be upset as we are in a recession 
1040694,Positive,no big updates for today i did some grocery shopping and walked around the mall which is a 7 minute walk from my place love to all 
1040695,Negative,no bilky ray yet marshawn 
1040696,Positive,no birds chirping 
1040697,Negative,no bites today only got 8 fishes instead of the average 20 something we used to get
1040698,Negative,no black mustard seeds in malibu ralphs
1040699,Negative,no blackberry and limited computer access makes me sad 
1040700,Negative,no blankies at gold class anymore oh well my wife will keep me warm 
1040701,Negative,no blink 182 it was still a great concert weezer covering lady gaga and mgmt was brilliant
1040702,Negative,no blink 182 tickets for me they sold out in 30 minutes 
1040703,Negative,no blizzards for we they closed at 9 30 instead of 10 like the internet said oh well 
1040704,Negative,no blizzcon 2009 for me or the boy sadness blizzconfail
1040705,Negative,no blondie blasting viewing for me this weekend 
1040706,Negative,no blue sky this morning
1040707,Negative,no bndung today why why why 
1040708,Negative,no bob s i cooked
1040709,Negative,no bol up yet
1040710,Positive,no bongo drum to day breakfast soon coffe now
1040711,Positive, name 
1040712,Positive,no boundaries by kris allen
1040713,Negative,no boxing today missed the class ahh okay goodnight twitterville 
1040714,Negative,no brain candy was found sleep instead 
1040715,Negative,no brkfst type foods at my house w0mpw0mp
1040716,Negative,no brooke i didnt go either 
1040717,Negative,no brother bear tonight heading to sleep 
1040718,Negative,no brownies to make sorry jacko
1040719,Negative,no b side for me tonight
1040720,Negative,no bueno on gas going up moments like these when i wish i drove a damn car 
1040721,Negative,no buffy thon tonight but probably tomorrow for now i might watch actual television for the first time in weeks 
1040722,Negative,no burgers before 10 30 am at mcd s cause of the breakfast special
1040723,Negative,no buss till 0930 could have gone to sleep but really want to go home
1040724,Negative,no but seriously i need it my outfit will be useless without the socks 
1040725,Negative,no cable tv dvd player broke and no waffle mix lex is one sad panda 
1040726,Negative,no caffine for 1 day and im grumpy also im seriously having tremors this is so not awesome 
1040727,Negative,no calgary for me
1040728,Negative,no call tonight hopefully in the morning i cant wait till monday
1040729,Negative,no callback yet 
1040730,Negative,no camping tonight now
1040731,Negative,no cannes this year for me though many friends are there and soo many nice photos 2 do but quot crisis quot no budget for cannes 
1040732,Positive,no canoeing too rainy at least i won t get my weave wet 
1040733,Negative,no car for my birthday oh well
1040734,Negative,no car its at the shop
1040735,Negative,no car call on the cell
1040736,Positive,no carbs for the next seven days hallelujah for in n out s protein style burger
1040737,Negative,no carrots and no funky alcoholic ginger beer at swindon sainsburys fail
1040738,Negative,no cassie yet lashaun have you been able to connect with her 
1040739,Negative,no cavities but at some point in the near future im going to have to have my wisdom teeth pulled 
1040740,Positive,no ce tare is tin castile pe urechi si n am dat drumu la muzichii bun asa cred ca vopseaua m a afectat rau 
1040741,Negative,no cell phone right now and i really feel like texting call my house if you need me 
1040742,Negative,no cell phone today lending it to christina i hope she has fun i always feel bad when i have to leave my guests alone in the city 
1040743,Negative,no cell phone well no cell phone screen
1040744,Negative,no cellular device to tweet soon though 
1040745,Negative,no chance of cycling this weekend heading bk 2 bromsgrove to go on turbo and gym bad weather 4 cast all next wk
1040746,Negative,no change in mom s condition still appears critical but stable 
1040747,Negative,no charger phones dead boo i hate the rain goodnight 
1040748,Negative,no cheese burger as the pub s closed for refurb nando s instead 
1040749,Negative,no chicken adopting today i have to wait until tomorrow 
1040750,Positive,no child left behind no child gets ahead i m graduating tomorrow
1040751,Negative,no chinese
1040752,Negative,no chinese class this morning 
1040753,Negative,no church for me today im sleep deprived to the max
1040754,Negative,no church on sundays feels wierd what is there to do i wish i had someone to go to breakfast with
1040755,Negative,no church tomorrow mom s going to the soccer fields and i should probably follow her at least for tomorrow lol
1040756,Positive,no classes tacos dr pepper going to bed again
1040757,Negative,no classes again i miss my friends
1040758,Negative,no classes for 1 week kaawa naman yung may ahini
1040759,Negative,no classes till july 6 our school cancelled it for precautionary measures regarding ah1n1 sheesh
1040760,Negative,no clouds in the sky but less than 5 hours of sleep no good
1040761,Negative,no clubbing for me this weekend due to a busted knee lt emo gt life s unfair lt emo gt 
1040762,Negative,no clue what this is but it s terrible http twitpic com 6bjwy
1040763,Negative,no coffee today
1040764,Negative,no coffee no breakfast makes richard something something blood work this morning
1040765,Negative,no college to ill
1040766,Positive,no college today woke up and found many loved magazine messages thanks everybody 
1040767,Negative,no commencement speech para mi 
1040768,Positive,no comment http twitpic com 6sdb0
1040769,Negative,no comment on last night except to say the cake thrown at my face ruined my clothes and hair very sorry to anyoner i let down tho
1040770,Negative,no comments to my new background
1040771,Negative,no computer i think i need a new one 
1040772,Negative,no computer no music 
1040773,Negative,no computer for a few days its messed up got the laptop though 
1040774,Negative,no computer tonight i m going to die
1040775,Negative,no concert tonight 
1040776,Negative,no concerts or gigs until october when i see bring me the horizon how depressing 
1040777,Negative,no cookout for fathers day
1040778,Negative,no country for old men is too intense for me
1040779,Negative,no coupons this weekend http bit ly n6pmv via addthis
1040780,Negative,no court today anyone want to come along for the anventure tomorrow 5am standing outside hayward court house 
1040781,Negative,no cowboy hat for me
1040782,Negative,no credit for a picture i took thats in the yearbook and video yearbook
1040783,Positive,no cubs game today so i turned the tv work on to usa vs italy fifa soccer
1040784,Negative,no dancing for me tonight fairly bummed about that
1040785,Negative,no dancing today not well 
1040786,Negative,no darwin deez on saturday more info to come later
1040787,Negative,no date with the boyfriend today sad 
1040788,Negative,no day off in a solid 3 weeks and no day off that i foresee anytime soon
1040789,Negative,no dc today feel better burnsanthony 
1040790,Negative,no decent food on this bloody train i m so hungry i haven t eaten since 8am
1040791,Negative,no delaware state university for me
1040792,Positive,no delayed tweets this time 
1040793,Negative,no disney tonight
1040794,Negative,no dlr it s raining it s sat i ve got to work but on the plus this time next week i ll be waiting to fly _ lt happy thoughts d
1040795,Negative,no do the real im on a boat hehe forest doing dick in a box 
1040796,Negative,no dodgems
1040797,Negative,no dog starting to learn some new songs on my guitar 
1040798,Negative,no don t rain we have a debuton at the shop her pics r today
1040799,Negative,no dorney park tomorrow unless i feel a whole lot better which is prob not gonna happen 
1040800,Negative,no double date tonight going to see star trek with erica my sister tonight at midnight d
1040801,Positive,no doubt concert tomorrow yay i m gonna be there 
1040802,Positive,no doubt is back together for now anyway but yaaaayyyy 
1040803,Positive,no doubt n paramore concert was tha shiznit lol
1040804,Negative,no doubt rocked i thought i d never get to see them live 
1040805,Negative,no doubt tequila and salsa equals perfect day but i miss chris
1040806,Positive,no doubt tonight i think so 
1040807,Negative,no doubt was awesome roulette not so much burger nikes amp bed lt 3
1040808,Positive,no doubt was pretty awesome i must say headin back with msbrakefield amp kstoner 
1040809,Positive,no ebooks to download and no videos to watch http bit ly vbugg
1040810,Negative,no eepc sadly 
1040811,Negative,no elctriciti since 6 after that horrible thunder storm lightning hit a transformer near by lillbiti
1040812,Negative,no electricity
1040813,Negative,no electricity for 4 hrs
1040814,Negative,no elevator this week i wish i was cole
1040815,Positive,no else twitts while work except u logan but i ll so it 2 going crazy work da moment 
1040816,Negative,no e mail from my quot packstation quot so far i guess my books won t arrive today
1040817,Negative,no encuentro keyboard cat original meme 
1040818,Negative,no estimate on repairs until next week
1040819,Negative,no evacuation just taken out a second mortgage for 2 large popcorns though
1040820,Negative,no ever asks me on a date meanies 
1040821,Positive,no everyones gone
1040822,Positive,no exam today awesome chilling to the new aking album
1040823,Positive,no exam tomorrow day off
1040824,Positive,no exams till next friday now plan today is to cook in the garden
1040825,Negative,no exciting news durring press conf today
1040826,Negative,no exercise this morning having a well earned little lay in have little legs cold not impressed with that pass me the beechams 
1040827,Negative,no f1 protest means i have to look forward to a race 
1040828,Positive,no f1 today but it s have a moto gp stoner won yep yep now i am going to watch football on city s stadion
1040829,Negative,no fair i wanna go to the movies too 
1040830,Negative,no fair i used to work at restaurant row too 
1040831,Negative,no fair svsn4ever gets to be a singer 
1040832,Negative,no fair i wanna be in a hammer pants flash mob
1040833,Negative,no family bike ride tonight i only like rain if is paired with a thunderstorm no such luck today just rain blah 
1040834,Negative,no fanfare when you hit 2000 points in wii tennis 
1040835,Negative,no farmer s market but more sleep so
1040836,Negative,no farms no food 
1040837,Negative,no farrah on my list
1040838,Negative,no father to really celebrate father s day with going back to gp tomorrow prepare for the water works
1040839,Negative,no federer nadal final at wimbledon this year what s the point 
1040840,Negative,no feel good must prepare quot the best things in life are fried quot d
1040841,Negative,no field days today because of all the rain http plurk com p 11x6mp
1040842,Negative,no fight for me today holly ridge dr amp whitman st http loopt us jwkxna t
1040843,Positive,no finals regents today 
1040844,Positive,no fireworks but a totally awesome night nonetheless 
1040845,Negative,no flat on horse track downloading psychonauts now to compensate xbox takes 110 of my bandwidth 
1040846,Negative,no flour no baking powder no brownies
1040847,Negative,no flowers tho
1040848,Negative,no fm transmitter for ipod peter gabriel on the radio
1040849,Negative,no food for me i m soooo hungry anyone hungry i reallly need to not use my credit card so much
1040850,Positive,no food in fridge time for grocery shopping via internet could get used to shopping like this 
1040851,Negative,no food in my house 
1040852,Positive,no food in the cupboards sent mum to tesco
1040853,Negative,no footy tonight
1040854,Negative,no ford ka for the haze apparently they rust bad which is the reason that my current car is dying i just want a small cute damm car 
1040855,Negative,no foxw channel in hotel can t see my laa live
1040856,Negative,no framing hanley in june anymore still have anberlin to look forward to though 
1040857,Negative,no fred died i completely forgot about that he was my favorite 
1040858,Positive,no free beer but free gin and tonics instead bonus
1040859,Negative,no free load for this month 
1040860,Negative,no free pnc wifi 
1040861,Negative,no free wifi my vacay is ruined 
1040862,Positive,no french class demain woohoo i ll b going 2 the gym instead sightseeing hot guys lol joke 
1040863,Negative,no frickin way http tinyurl com 3xzzcb how come i ve never heard of this before maybe it s been canned scared just by the vid 
1040864,Negative,no friends on fashion space http www fashionspace com 1512984689
1040865,Negative,no frontrow seats
1040866,Negative,no fun at all
1040867,Negative,no fun for me today maybe candy and chrome tomorrow not sure yet though stupid house work errrrrrr
1040868,Negative,like i am really missunder stood
1040869,Negative,like i said stay away from freeways i was coming home on he 60 this morning and a bird hit my windshield i hope it didn t die 
1040870,Negative,like i saw him walking up and slammed the door really hard smh 
1040871,Negative,like i was sayin _callmecourt before i was so rudely interupted by twitascope comin thru we missed u today
1040872,Positive,like ice in the sunshine d still on the island back home tomorrow
1040873,Positive,like if some1 is trying 2 persuadely force u 2 do sumthin that like fascinates em or makes em when it s sumthin u rly don t want to do
1040874,Negative,like i m experiencing shooting va j j pains
1040875,Positive,like it
1040876,Positive,like just woke up i want to go out to eat 
1040877,Positive,like killer headache but loving these new tbs songs
1040878,Negative,like many americans audapostrophe is loosing his home now it time to look for another place
1040879,Negative,like most others i do feel inclined to say wowowowow it s cold and snow etc etc 
1040880,Positive,like omg terminator salvation was an awesome movie definetly recommend it
1040881,Negative,like really loads 
1040882,Negative,like sand through an hourglass so are the days of our lives lol muahhahaha damn 2day has been so so hard i miss you so much baby 
1040883,Positive,like seriously are they that challenged i know they arent smart by any means but silly 
1040884,Negative,like so many right now awaiting the iphone 3 0 update 10am has come and gone and nothing
1040885,Negative,like somebody just been shot down
1040886,Negative,like that song goes i was gonna and then i got high and went into a coma
1040887,Negative,like that will happen i will probably get a mom mobile with a stick shift 
1040888,Positive,like the elephant and dog video it always makes me cry
1040889,Positive,like the movie quot looking for eric quot 
1040890,Negative,like the queen i have two birthdays one of them is today unlike her i don t get a national holiday or people wishing me well though
1040891,Positive,like the sound of a tweet
1040892,Positive,like the taxi evil man car scene just out of shot to the left is a rather dire mini golf course
1040893,Negative,like the tweetdeck for iphone can t sync columns atm tho
1040894,Positive,like the way nunomontenegro is blippin right now surfin usa very cool
1040895,Positive,like this learning these concepts quot take your time experiment and have fun quot 
1040896,Negative,like this site http www idealist org no equivalent of idealistjobsdc for san francisco bay area 
1040897,Positive,like to gab start conversations talk people s ears off we need some good gabbers at www twitblip org
1040898,Negative,like true say quot im so sick of being lonely quot 
1040899,Positive,like tweeting too hard http tweetingtoohard com top
1040900,Negative,like usual i can t sleep
1040901,Positive,like yeah the mcm expo is tomorrow x
1040902,Negative,like hates you 
1040903,Positive,like what hasuhasuhasu
1040904,Negative,like just unloaded all my luggage and groceries and beach gear into 6th floor condo in the rain 
1040905,Positive,like idk wha ev think about anything post it hey it writes a book for all to enjoy live ah ha hhahahh http trunc it fqyw
1040906,Negative,liked quot i quit smoking in september of last year after 40 years i hope one day i wonï ½t miss it snivel whine quot http ff im 3o0da
1040907,Negative,liked quot i quit smoking in september of last year after 40 years i hope one day i won t miss it snivel whine quot http ff im 3nvyg
1040908,Negative,liked quot in the last day or two i ve been unable to edit my posts hmm okay some of them this one i was able quot http ff im 3s6lg
1040909,Negative,liked a guy kanina he was just gorgeous he s tall good looking has a beautiful singing voice great body and not gay but he s taken 
1040910,Positive,liked jay s last show esp the last 5 mins hmmm laughin and falling asleep to my late night addiction the jimmy fallon show 
1040911,Positive,liked la so much this week that ended up visiting three times individual trips enough travel now for few days
1040912,Positive,liked luna park alot today hai sydney boys some of you were cute
1040913,Positive,liked that bb show small glance at my fav couples and mark frith was on it i love mark frith he put me in his book
1040914,Positive,liked the meeting
1040915,Positive,liked very much circ du soleil varekai definitely circus 2 0
1040916,Positive,likes chilly mornings
1040917,Positive,likes confession d une accro au shoping 
1040918,Positive,likes days like this something was accomplished and tomorrow is a day away with my other half
1040919,Positive,likes finally finished free fall line art http plurk com p z2sdm
1040920,Positive,likes girls who don t think my animals are weird 
