ItemID,Sentiment,SentimentText
1040675,Negative,no baseball  So work is next on the agenda
1040676,Negative,No baseball game cause the rain  time to make steak and potatoes for dinner
1040677,Negative,no basketball game today  i feel lost
1040678,Negative,"No basketball this morning  So I think I may commit my morning to being lazy and playing GTA:IV... Yes, this is how behind I am on games."
1040679,Negative,No basketball til thrusday....what am i suppose to do? 
1040680,Negative,No basketball til Thursday...I already miss it 
1040681,Negative,no basketball till thursday  
1040682,Negative,"No BBQ today  Well I might do a veggie burger on it anyway  On the plus side,we're having quiche!"
1040683,Negative,"No bday parties for me today or vids to create. Saw one baby opposom make it, one died, and the tiniest one is in my care and wounded. "
1040684,Negative,No beach for me  time to get clean and make other plans.
1040685,Negative,No beach today  storming. That's ok gotta do some shopping. I can't wait to come back and see jason
1040686,Negative,No beach today..CRAP weather and what not. 
1040687,Negative,"No beach, baby would melt "
1040688,Negative,"No bear, kristie's seen too much of the bear.  /mync2o"
1040689,Negative,"No beef festival,  ... But it's been a good day!! Time with family, and it's my fiance's birthday!!"
1040690,Negative,no before the storm at any concert but Dallas... JEALOUS 
1040691,Negative,no belly dancing just cardio 
1040692,Positive,no better way to start off the day then with an iced coffee 
1040693,Negative,"No beverages or snacks!? I guess I can't be upset, as we are in a recession.  "
1040694,Positive,No big updates for today.  I did some grocery shopping and walked around the mall which is a 7 minute walk from my place!  Love to all!
1040695,Negative,No bilky ray yet!  *Marshawn*
1040696,Positive,No birds chirping!!! 
1040697,Negative,No bites today only got 8 fishes instead of the average 20 something we used to get 
1040698,Negative,No black mustard seeds in Malibu Ralphs 
1040699,Negative,No blackberry and limited computer access makes me sad. 
1040700,Negative,"No blankies at Gold Class anymore  oh well, my wife will keep me warm!"
1040701,Negative,No blink 182  it was still a great concert...weezer covering lady gaga and mgmt was brilliant
1040702,Negative,"no blink-182 tickets for me, they sold out in 30 minutes. "
1040703,Negative,No Blizzards for we  They closed at 9:30 instead of 10 like the Internet said. Oh well.
1040704,Negative,No Blizzcon 2009 for me or the boy. Sadness  #Blizzconfail
1040705,Negative,No Blondie Blasting Viewing for me this weekend...  
1040706,Negative,No blue sky this morning 
1040707,Negative,NO BNDUNG TODAY  why why why?
1040708,Negative,No BOB's. I cooked 
1040709,Negative,No BOL up yet 
1040710,Positive,"No bongo-drum to day...  Breakfast soon, coffe now "
1040711,Positive,#NAME?
1040712,Positive,No Boundaries. by Kris Allen 
1040713,Negative,No boxing today  missed the class! Ahh. Okay GoodNight twitterville!!!!!!
1040714,Negative,No brain candy was found  Sleep instead.
1040715,Negative,no brkfst type foods at my house... w0mpw0mp 
1040716,Negative,No brooke i didnt go either. 
1040717,Negative,No brother bear tonight  heading to sleep.
1040718,Negative,No brownies to make  sorry jacko
1040719,Negative,no b-side for me tonight 
1040720,Negative,no bueno on gas going up...moments like these when i wish i drove a damn car! 
1040721,Negative,No Buffy-thon tonight.  But probably tomorrow. For now I might watch actual television for the first time in weeks.
1040722,Negative,No Burgers before 10.30 AM at McD's cause of the Breakfast-Special 
1040723,Negative,"No buss till 0930, could have gone to sleep  but really want to go home"
1040724,Negative,"no but seriously, i need it.  my outfit will be useless without the socks."
1040725,Negative,"No cable tv, DVD player broke and no waffle mix...Lex is one sad panda. "
1040726,Negative,No caffine for 1 day and im grumpy also im seriously having tremors...this is so not awesome.   
1040727,Negative,No Calgary for me 
1040728,Negative,No call tonight  hopefully in the morning. i cant wait till monday
1040729,Negative,No callback yet. 
1040730,Negative,no camping tonight now 
1040731,Negative,No Cannes this year for me...  Though many friends are there and soo many nice photos 2 do !! But &quot;crisis&quot; = no budget for Cannes !
1040732,Positive,no canoeing!  too rainy...  at least i won't get my weave wet!  
1040733,Negative,"No car for my birthday, oh well "
1040734,Negative,No car its at the shop 
1040735,Negative,no car!   call on the cell
1040736,Positive,No carbs for the next seven days! Hallelujah for In N Out's protein style burger 
1040737,Negative,No carrots and no funky alcoholic ginger beer at Swindon Sainsburys #fail 
1040738,Negative,no Cassie yet.   LaShaun have you been able to connect with her?
1040739,Negative,no cavities but at some point in the near future im going to have to have my wisdom teeth pulled... 
1040740,Positive,no ce tare is.. tin castile pe urechi si n`am dat drumu la muzichii  bun asa .. cred ca vopseaua m`a afectat rau ..
1040741,Negative,no cell phone right now  and i really feel like texting. call my house if you need me.
1040742,Negative,"No cell phone today, lending it to Christina. I hope she has fun. I always feel bad when I have to leave my guests alone in the city. "
1040743,Negative,"NO CELL PHONE! Well, no cell phone screen "
1040744,Negative,no cellular device to tweet  SOON THOUGH!!
1040745,Negative,No chance of cycling this weekend. Heading bk 2 Bromsgrove to go on turbo and gym. Bad weather 4 cast all next wk 
1040746,Negative,No change in Mom's condition.  Still appears critical but stable. 
1040747,Negative,"no charger = phones dead  boo, I hate the rain. Goodnight!"
1040748,Negative,No cheese burger as the pub's closed for refurb  .... Nando's instead ...
1040749,Negative,No chicken adopting today. I have to wait until tomorrow. 
1040750,Positive,NO CHILD LEFT BEHIND == NO CHILD GETS AHEAD. I'm graduating tomorrow 
1040751,Negative,No Chinese 
1040752,Negative,No chinese class this morning. 
1040753,Negative,"No church for me today, im sleep deprived to the max "
1040754,Negative,No church on Sundays feels wierd. What is there to do? I wish I had someone to go to breakfast with 
1040755,Negative,No church tomorrow  Mom's going to the soccer fields and I should probably follow her... At least for tomorrow....lol
1040756,Positive,no classes = tacos + dr pepper + going to bed again 
1040757,Negative,"No classes again, I miss my friends "
1040758,Negative,no classes for 1 week! \/ kaawa naman yung may ahini 
1040759,Negative,no classes till july 6 . our school cancelled it for precautionary measures regarding ah1n1 . sheesh 
1040760,Negative,"no clouds in the sky, but less than 5 hours of sleep = no good "
1040761,Negative,No clubbing for me this weekend due to a busted knee  &lt;emo&gt;Life's unfair&lt;/emo&gt;
1040762,Negative,No clue what this is but it's terrible!  http://twitpic.com/6bjwy
1040763,Negative,no coffee today 
1040764,Negative,"No coffee, no breakfast makes Richard something, something....blood work this morning "
1040765,Negative,no college - to ill 
1040766,Positive,"no college today ... woke up and found many loved-magazine messages , thanks everybody. "
1040767,Negative,No commencement speech para mi... 
1040768,Positive,No comment  http://twitpic.com/6sdb0
1040769,Negative,No comment on last night except to say the cake  thrown at my face ruined my clothes and hair  Very sorry to anyoner I let down tho
1040770,Negative,no comments to my new background 
1040771,Negative,no computer  i think i need a new one..
1040772,Negative,NO computer = no music = 
1040773,Negative,"no computer for a few days, its messed up  got the laptop though!"
1040774,Negative,No computer tonight  I'm going to die
1040775,Negative,No concert tonight. 
1040776,Negative,No concerts or gigs until October when I see Bring Me The Horizon (how depressing) 
1040777,Negative,No cookout for fathers day 
1040778,Negative,No Country for Old Men is too intense for me 
1040779,Negative,No coupons this weekend  .ly/N6PMV  via @addthis
1040780,Negative,No court today  anyone want to come along for the anventure tomorrow? 5am standing outside hayward court house??
1040781,Negative,no cowboy hat for me 
1040782,Negative,no credit for a picture I took thats in the yearbook and video yearbook 
1040783,Positive,"No Cubs game today so, I turned the tv  work on to USA vs Italy FIFA Soccer "
1040784,Negative,No dancing for me tonight... Fairly bummed about that 
1040785,Negative,no dancing today  not well:'(
1040786,Negative,No darwin deez on saturday  more info to come later
1040787,Negative,No date with the boyfriend today. Sad.... 
1040788,Negative,No day off in a solid 3 weeks and no day off that I foresee anytime soon 
1040789,Negative,"No DC today,  feel better @burnsanthony !!!"
1040790,Negative,NO DECENT FOOD ON THIS BLOODY TRAIN. I'm so hungry. I haven't eaten since 8am 
1040791,Negative,no delaware state university for me 
1040792,Positive,No delayed tweets this time. 
1040793,Negative,no disney tonight 
1040794,Negative,"No dlr, it's raining, it's sat, I've got to work  but on the plus this time next week I'll be waiting to fly =^~_&lt; happy thoughts ;D"
1040795,Negative,No do the real Im on a Boat  hehe Forest doing Dick in A Box!
1040796,Negative,No dodgems 
1040797,Negative,no dog.  starting to learn some new songs on my guitar. 
1040798,Negative,No don't rain! We have a debuton at the shop her pics r today 
1040799,Negative,"No Dorney Park tomorrow unless I feel a whole lot better, which is prob not gonna happen. "
1040800,Negative,no double date tonight.   Going to see Star Trek with Erica(my sister) tonight at midnight D
1040801,Positive,No doubt concert tomorrow  yay! I'm gonna be there!
1040802,Positive,No Doubt is back together!! For now anyway.. but yaaaayyyy!! 
1040803,Positive,No doubt n paramore concert was tha shiznit! Lol 
1040804,Negative,No Doubt rocked. I thought I'd never get to see them live. 
1040805,Negative,No doubt Tequila and salsa equals Perfect day but i miss chris 
1040806,Positive,No doubt tonight? I think so... 
1040807,Negative,No doubt was awesome!!! Roulette not so much  burger nikes &amp; bed &lt;3
1040808,Positive,no doubt was pretty awesome i must say. headin back with @msbrakefield &amp; @kstoner. 
1040809,Positive,NO eBooks to Download and NO Videos to Watch  .ly/VbugG
1040810,Negative,"No Eepc, sadly. "
1040811,Negative,"No elctriciti since 6 after that horrible thunder storm, lightning hit a transformer near by  lillbiti"
1040812,Negative,no electricity 
1040813,Negative,no electricity for 4 hrs 
1040814,Negative,No elevator this week = I wish I was Cole 
1040815,Positive,No else twitts while  work except u Logan  but I'll so it 2. Going crazy  work  da moment.
1040816,Negative,No e-mail from my &quot;packstation&quot; so far. I guess my books won't arrive today 
1040817,Negative,no encuentro keyboard cat original meme. 
1040818,Negative,No estimate on repairs until next week 
1040819,Negative,No evacuation. Just taken out a second mortgage for 2 large popcorns though 
1040820,Negative,No ever asks me on a date.  Meanies.
1040821,Positive,No everyones gone 
1040822,Positive,No exam today! Awesome! Chilling to the new aKing album 
1040823,Positive,No Exam Tomorrow! Day Off 
1040824,Positive,No exams till next friday now - plan today is to cook in the garden 
1040825,Negative,no exciting news durring press conf. today 
1040826,Negative,no exercise this morning having a well earned little lay in. have little legs cold. not impressed with that! pass me the beechams. 
1040827,Negative,no f1 protest  means i have to look forward to a race...
1040828,Positive,"No F1 today,but it's have a Moto GP.Stoner won!yep yep! Now I am going to watch football on city's stadion "
1040829,Negative,No fair i wanna go to the movies TOO! 
1040830,Negative,"No fair, I used to work at Restaurant Row too! "
1040831,Negative,No fair. @SVSN4Ever gets to be a singer. 
1040832,Negative,No fair. I wanna be in a hammer pants flash mob 
1040833,Negative,No family bike ride tonight.  I only like rain if is paired with a thunderstorm. No such luck today...just rain. Blah.
1040834,Negative,No fanfare when you hit 2000 points in Wii Tennis? 
1040835,Negative,No Farmer's Market  but more sleep.. so
1040836,Negative,NO farms NO food... 
1040837,Negative,No farrah on my list 
1040838,Negative,"no father to really celebrate father's day with, going back to GP tomorrow  prepare for the water works"
1040839,Negative,No Federer Nadal final at Wimbledon this year.  What's the point?  
1040840,Negative,no feel good   ..must prepare..               &quot;the best things in life are fried..&quot; ; D
1040841,Negative,No field days today because of all the rain.  http://plurk.com/p/11x6mp
1040842,Negative,No fight for me today     Holly Ridge Dr &amp; Whitman St http://loopt.us/jwKxNA.t
1040843,Positive,No finals/regents today! 
1040844,Positive,no fireworks but a totally awesome night nonetheless. 
1040845,Negative,No flat on horse track  Downloading Psychonauts now to compensate. Xbox takes 110% of my bandwidth.
1040846,Negative,No flour + no baking powder = no brownies 
1040847,Negative,no flowers tho 
1040848,Negative,No fm transmitter for ipod = peter gabriel on the radio 
1040849,Negative,No food for me  I'm soooo hungry! Anyone hungry? I reallly need to not use my credit card so much
1040850,Positive,no food in fridge... time for grocery shopping... via internet!!  could get used to shopping like this.
1040851,Negative,No food in my house. 
1040852,Positive,no food in the cupboards... sent mum to Tesco 
1040853,Negative,No footy tonight 
1040854,Negative,"No Ford Ka for the Haze  Apparently they rust bad, which is the reason that my current car is dying. I just want a small cute damm car!"
1040855,Negative,"no FoxW channel in hotel, can't see my LAA live "
1040856,Negative,"No Framing Hanley in June anymore  Still have Anberlin to look forward to, though!"
1040857,Negative,no fred died  i completely forgot about that. he was my favorite...
1040858,Positive,No free beer but free gin and tonics instead...bonus 
1040859,Negative,No free load for this month? 
1040860,Negative,No free PNC wifi. 
1040861,Negative,NO FREE WIFI!?!? My vacay is ruined!!!! 
1040862,Positive,"No french class demain! WOOHOO!!    I'll b going 2 the gym instead, sightseeing hot guys lol .joke."
1040863,Negative,No frickin way! /3xzzcb How come I've never heard of this before!!! Maybe it's been canned  Scared just by the vid.
1040864,Negative,no friends on fashion space  http://happyfashionspace.com/1512984689
1040865,Negative,No frontrow seats 
1040866,Negative,no fun at all 
1040867,Negative,No fun for me today  maybe candy and chrome tomorrow not sure yet though.... Stupid house work. errrrrrr
1040868,Negative,Like I am really missunder stood  
1040869,Negative,like i said: stay away from freeways! i was coming home on he 60 this morning and a bird hit my windshield! i hope it didn't die! 
1040870,Negative,Like I saw him walking up and slammed the door really hard.  *smh*
1040871,Negative,like i was sayin.. @_callmecourt before i was so rudely interupted by twitascope comin thru.. we missed u today 
1040872,Positive,like ice in the sunshine  ;D still on the island back home tomorrow 
1040873,Positive,Like if some1 is trying 2 persuadely force u 2 do sumthin that like fascinates em or makes em  when it's sumthin u rly don't want to do
1040874,Negative,Like I'm experiencing shooting va j j pains 
1040875,Positive,like it 
1040876,Positive,"Like just woke up, I want to go out to eat. "
1040877,Positive,like killer headache but LOVING these new TBS songs 
1040878,Negative,"Like many Americans, audapostrophe is loosing his home. Now, it time to look for another place "
1040879,Negative,"Like most others, I do feel inclined to say... Wowowowow it's cold! And snow  etc etc."
1040880,Positive,like omg! Terminator Salvation was an awesome movie! definetly recommend it 
1040881,Negative,like really loads. 
1040882,Negative,Like sand through an hourglass... So are the Days of Our Lives...LOL Muahhahaha.. Damn 2day has been so so hard. I miss you so much baby. 
1040883,Positive,"like seriously. are they that 'challenged' ? i know they arent smart - by any means, but...  silly."
1040884,Negative,"Like so many right now, awaiting the iphone 3.0 update....10am has come and gone and nothing "
1040885,Negative,like somebody just been shot down 
1040886,Negative,"like that song goes, i was gonna ... and then i got high and went into a coma "
1040887,Negative,like that will happen. I will probably get a mom mobile with a stick shift. 
1040888,Positive,LIKE THE ELEPHANT AND DOG VIDEO! it always makes me cry 
1040889,Positive,like the movie &quot;Looking for Eric&quot; 
1040890,Negative,"Like the Queen I have two birthdays, one of them is today, unlike her I don't get a national holiday or people wishing me well though "
1040891,Positive,like the sound of a tweet 
1040892,Positive,Like the taxi/evil man car scene. Just out of shot to the left is a (rather dire) mini golf course 
1040893,Negative,Like the tweetdeck for iPhone  - can't sync columns ATM tho 
1040894,Positive,"Like the way @nunomontenegro is blippin' right now. Surfin' USA, very cool "
1040895,Positive,"Like this learning these concepts: &quot;Take your time, experiment,and have fun.&quot; "
1040896,Negative,Like this site: http://happyidealist.org/ No equivalent of @IdealistJobsDC for San Francisco Bay Area? 
1040897,Positive,like to gab? start conversations? talk people's ears off? we need some good gabbers at happytwitblip.org 
1040898,Negative,like true say . . &quot;im so sick of being lonely&quot; 
1040899,Positive,Like Tweeting Too Hard: http://tweetingtoohard.com/top  
1040900,Negative,like usual i can't sleep 
1040901,Positive,"like yeah, the mcm expo is tomorrow  X"
1040902,Negative,"like, hates you? "
1040903,Positive,"like, WHAT? hasuhasuhasu "
1040904,Negative,Like. Just unloaded all my luggage and groceries and beach gear into 6th floor condo.....in the rain. 
1040905,Positive,Like...IDK...WHA EV...think about anything..post it....hey...it writes a book for all to enjoy LIVE Ah Ha HHAHAHH   http://trunc.it/fqyw
1040906,Negative,Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won�t miss it  snivel whine...&quot; http://ff.im/-3o0da
1040907,Negative,Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine&quot; http://ff.im/-3nVYG
1040908,Negative,"Liked &quot;In the last day or two, I've been unable to edit my posts.  Hmm, okay, some of them. This one I was able...&quot; http://ff.im/-3s6lg"
1040909,Negative,"Liked a guy kanina. He was just gorgeous: he's tall, good looking, has a beautiful singing voice, great body and not gay. But he's taken. "
1040910,Positive,liked jay's last show.... esp. the last 5 mins......  hmmm laughin and falling asleep to my late night addiction: the jimmy fallon show! 
1040911,Positive,liked LA so much this week that ended up visiting three times - individual trips! enough travel now for... few days 
1040912,Positive,"liked Luna Park alot today. Hai Sydney Boys, some of you were cute "
1040913,Positive,Liked that BB show! Small glance at my fav couples and Mark Frith was on it! I love Mark Frith! He put me in his book 
1040914,Positive,Liked the meeting 
1040915,Positive,Liked very much circ du soleil - varekai! Definitely circus 2.0 
1040916,Positive,likes Chilly mornings 
1040917,Positive,likes Confession d'une accro au shoping ! 
1040918,Positive,"likes days like this, something was accomplished and tomorrow is a day away with my other half "
1040919,Positive,likes finally finished Free Fall Line Art  http://plurk.com/p/z2sdm
1040920,Positive,Likes girls who don't think my animals are weird. 
1040921,Negative,"likes Hellotxt.com... but only when it works. Most of the times, it doesn�t "
1040922,Positive,likes her drinks straight not gay 
1040923,Positive,likes her life the way it is. silly and all 
1040924,Positive,likes her new hair 
1040925,Positive,likes her new shower curtain very much. the colors are soo soothing and matches my bathroom tiles . . 
1040926,Positive,Likes it wen clouds look like turtles 
1040927,Positive,likes it when the College Nurse pops in to say hello! 
1040928,Positive,likes it'd be cool to play Katamari  /owf54s http://plurk.com/p/y3in9
1040929,Positive,"likes MAFIA WARS! (DANCE) PS and RC, inactive muna.  http://plurk.com/p/xeu87"
1040930,Positive,Likes making up stories about the pidgeons at the train station!  x
1040931,Positive,Likes Method Man. Done wit homework yay! And gonna Hookah!!! Oh yes! 
1040932,Positive,likes not going to work 
1040933,Positive,likes patricia's dress 
1040934,Positive,likes private innovationvouchers from SenterNovem 
1040935,Positive,likes seeing celebrities act like normal people 
1040936,Negative,likes suzie... but misses her buttercup 
1040937,Negative,"likes the #guitarriot shirt best, but is a little disgruntled at having to choose only one.  #rocketriot @rocketriotXBLA"
1040938,Positive,likes the cold weather. 
1040939,Positive,Likes the facebook game - Happy Farm! 
1040940,Positive,likes the idea of taking care of someone. i'm not always strong for myself but i'd like the chance to be strong for someone else. 
1040941,Positive,Likes the new @CreighDeeds tv ad! Check it out 
1040942,Positive,likes the new layout!  http://plurk.com/p/11bq8i
1040943,Positive,likes the scent of bread. Is that normal? 
1040944,Positive,"likes the sun, it's sunny "
1040945,Positive,likes this tan 
1040946,Positive,"likes to work under pressure. And, right now, there's quite a lot of it actually "
1040947,Positive,likes today 
1040948,Positive,likes twitter 
1040949,Negative,LIKES: Todays sunshine/This coffee/Jaunty Ubuntu. DISLIKES: having to get up early three days in a row!!! 
1040950,Negative,Likewise if PSP-Go is an indication of the way the gaming market is going to a download culture the second hand market doesn't look good 
1040951,Positive,"likewise, baby. "
1040952,Positive,liking the nice weather this weekend! And my new haircut 
1040953,Positive,Liking windows 7 so far so i'm going to install and play the Sims 3 and play it to pass the time away 
1040954,Positive,Lil ajees is trying to learn how to walk now 
1040955,Negative,lil baby Wyatt's puking  he's so sad and frail when that happens
1040956,Negative,lil' bit headache 
1040957,Positive,"Lil brother and I just pitched a tent, were camping out "
1040958,Negative,lil JJ says &quot;hi&quot; everyone! He's having teething troubles...poor lil man 
1040959,Positive,Lil' Kruger's still growing strong  .ly/TH498
1040960,Positive,Lil' old polish lady must have thought I looked lost. So proud that I had a short convo with her in Polish re: what bus I had to take 
1040961,Negative,Lil sis doesnt want to cook maggi for me. Im so  - http://tweet.sg
1040962,Negative,lil sis is havin a fit. she's gettin her hair conrowed for the 1st time. I feel so bad I cnt do nething for her. 
1040963,Positive,"lil waaaaaaaayne on stage, damn i love him "
1040964,Positive,Lil Wayne and @MileyCyrus duet? I really need it to happen. 
1040965,Negative,lil wayne is going on tour again BUT NOT COMING ANYWHERE NEAR ME  *sad* #MYLIFEISHARD
1040966,Negative,Lil_Missie: I know  /lks3wz
1040967,Negative,lil1 has gone with her Dad in the tractor and I'm going to clean the bathroom 
1040968,Positive,"lillians pizza with the fam, the collins, autumn, chelsea, and jr  so stoked"
1040969,Negative,Lilly portal... too bad ALS isn't on their therapeutic category list  https://pd2.lilly.com/pd2Web/
1040970,Positive,Lilly will also be trouble!  http://twitpic.com/3pem5
1040971,Positive,lily allen - fuck you (very muuuuuch) i'm just listening to the song i really like it i will read the lyrics late 
1040972,Negative,"Lily Allen came to philly tonight and hid those ticktes, that could have been me "
1040973,Positive,Lily Allen will be staring in �Neighbors� They say Neighbors is a stereo typing trap for young actors 
1040974,Negative,Lily is getting fixed today...they are keeping her overnight! booo! Now who will cuddle with me tonight 
1040975,Positive,Lily of the Valley teaser poster and more  . /lxef2u
1040976,Positive,Lily's fun day was exhausting: some parts really good some parts bad but everything works itself out in the end 
1040977,Positive,limewire  (L) i predict that the internet bill will be massive LOL
1040978,Positive,"limin with miranda  hehe just keep swimming, just keep swimming, just keep swimming swimming swimming!!!"
1040979,Negative,Limit of 5 per customer. Dangit! I wanted 10! 
1040980,Positive,"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that "
1040981,Negative,limpin again  &gt;:o
1040982,Negative,"Limping to work, my knee hurts "
1040983,Positive,Lina is talking about her just-born cousin 
1040984,Positive,"Lincoln Tunnel, you snuck up on me! In a cab "
1040985,Negative,Linda wants to bring Tim Morse in to the meeting to discuss efficiencies in the new combined IT depts. I'll be lucky to be out by 1.30pm 
1040986,Negative,"Linda, I want some coffee with you again "
1040987,Negative,"Lindenberg was very cool.. but now, I've got backache "
1040988,Negative,line lebah sgt la lembap.  my premium rapidshare account is wasted!
1040989,Positive,Lines Vines and Trying Times is at home with me  i can sleep peacefully now  goodnight all  &lt;3
1040990,Positive,Lines Vines and Trying Times is tomorrow 
1040991,Positive,"Lines, Vines &amp; Trying Times comes out in less than 2 hours!  So excited "
1040992,Positive,"LINES, VINES AND TRYING TIMES !!!  LVATT &lt;3"
1040993,Positive,"Lines, Vines and Trying Times is AWESOME!! luv it "
1040994,Negative,"Lines, Vines and Trying Times! In stores June 15th. Not in Indonesia, to bad "
1040995,Positive,"lines, vines and trying times...@nickjonas "
1040996,Positive,"LINES, VINES, AND TRYING TIMES CAME IN THE MAILLLLLL  YAYYYYYYY :3 @jonasbrothers Love you guys &lt;3"
1040997,Positive,"Lines, vines, and trying times today!!!! "
1040998,Positive,"Lines, Vines, and Trying Times TODAY!!!!!   "
1040999,Positive,"lines, vines, and trying times! out today!  sooo happy"
1041000,Negative,lingering. I'm really waiting for you! 
1041001,Positive,Link to HD New Moon Trailer   http://snipurl.com/ja2j6
1041002,Positive,Link to the Past done  Link's Awakening DX next!
1041003,Positive,LINK TO THE SALE!!!: .ly/ID2h4 
1041004,Positive,link via Sean on facebook: http://is.gd/JVqK do it!  @jimmyaquino
1041005,Positive,Link your twitter &amp; delicious accounts and auto tweet useful sites you bookmark. Then embedd twitter feed on a webpage  #applertc
1041006,Positive,Link...   .ly/RAVWK
1041007,Positive,Link: Berserker! - Still excited.  http://tumblr.com/xxx1wh5iv
1041008,Positive,Link: brooke1402 - brooke1402: you’re welcome  hi I’m antoinette  and you are francheska? am I right?... http://tumblr.com/xdw1x6kw0
1041009,Positive,"Link: CLICK for a previous Tour Story  - “It is, but they don’t usually don’t come until around December.... http://tumblr.com/xf621ubf2"
1041010,Positive,Link: Ex-Star Trek chief's praises new movie  - ..the new movie prequel lives up to the hopes and... http://tumblr.com/xfi1xj9i3
1041011,Negative,Link: Farrah Fawcett Dies of Cancer at 62  http://tumblr.com/x5h25fy5j
1041012,Positive,Link: Great iPhone App - careyrobinson: �HAHAHA! I thought this said the �MORMON test�  http://tumblr.com/xyt1wgytz
1041013,Positive,Link: my vimeo. - think YouTube is overrated? use Vimeo!  http://tumblr.com/xsm224o5y
1041014,Positive,Link: Palm Pre -&gt; Enable Root Access - How to get root access to Palm Pre? Look this  http://tumblr.com/xrp22388s
1041015,Positive,Link: rona10 - Thanks for following!  http://tumblr.com/xdw1wwl1k
1041016,Positive,Link: See if you can tell us chinky eyed freaks apart  http://tumblr.com/xpw1whzit
1041017,Negative,Link: VOTE! ;) - vote for me! “peoplefight�?  doesn’t show my picture though  http://tumblr.com/x8b1yx40e
1041018,Positive,LINKDSL dropped down their ADSL prices ... now you can get 1 MB for only 145 EGP 
1041019,Positive,linked   and i really do not mind at all.
1041020,Positive,"LinkedIn Recruiter - lets team members share notes on profiles, too. Also, faceted search.  Cool. #SRS09"
1041021,Positive,Linkin Park - New Divide (2009) - official video - Enjoy the MV while waiting the movie  http://tumblr.com/xna21q7b0
1041022,Negative,Linus is shattered  - http://comics.com/peanuts/2009-06-15/
1041023,Negative,linux accessrunner pci driver doesn't work with 2.6.30. 
1041024,Negative,Linwood College has Swine 
1041025,Positive,Lion King has finished. Now on to Jungle Book (By request of Chay) 
1041026,Positive,Lionhunter22.. sending a message.. keeps sending me error non existant. I know you exsist..  What happened?
1041027,Negative,Lions 19-7 down at half time  they need to sort their scrum and lineouts!!
1041028,Negative,lions lost  by 6 points sighhhh....good last quarter though. at least we didn't lose all our dignity! haaaaa
1041029,Negative,Lions stumble over the line 
1041030,Positive,Lions won! I take it all back. 
1041031,Negative,Lip postponed 
1041032,Positive,Lipizzaners are cool! Using 3 rescues  r doing great!
1041033,Negative,Lips hurt 
1041034,Negative,lips r dry from playing mi clarinet.. grr cant fine any chapstick 
1041035,Positive,lip-synching to a song. 
1041036,Positive,"Lipsynching to David C's Heroes and really feelin it. It's my fave track off DCTR. After all, D is my hero.. "
1041037,Positive,liquor is quicker though 
1041038,Negative,Liquor store fail  12 Canadian and a Mythos ftw!
1041039,Positive,Lisa - thanks for inviting us to your party - it's going to be sooo much fun!!! Yay!   
1041040,Positive,Lisa and Marcus' argument on BB last night was TV gold! 
1041041,Negative,lisa and sean both left  i hope lisa comes back soon
1041042,Negative,Lisa is super sick   suckface stupid viruses:  comforted by Iron &amp; Wine songs &lt;3 *cough cough*   &quot;ow&quot;
1041043,Positive,"Lisa Lindgren Bruxelles, j'arrive! Thanks to everyone who came out the other night  I'll miss you all while I.. /l4tywt"
1041044,Positive,"Lisa, seriously, send my best to the WLFI family and LOLA! You will always be my FAVE producer.  See you at Disney!"
1041045,Positive,Lisa_Veronica: @Christian0386 hahaha yes I did! I was like whaaaat!!!! Made me feel super popular for a second ;) lol So Thank yooou 
1041046,Negative,Lisa_Veronica: Feels sick with exhaustion... sorry.. had to have my whinge 
1041047,Negative,"Lisa_Veronica: is soooo tired, why can't I ever sleep before 5am!!!! Grrrr.. Have no time to be tired today "
1041048,Positive,Lisctening to the song &quot; I don't wanna be &quot; sang bye Gawin DeGraw. The song from One Tree Hill 
1041049,Positive,Lisening to The Fastest Kid Alive! 
1041050,Negative,List of websites I cannot reach because of poor internet connection is growing fast; tx Belgacom 
1041051,Negative,"list of work to do: english, home ec, biology (study), community studies!! wow! so much to do in so little timee.. 1st up! ENGLISH! "
1041052,Positive,listeing to the climb  thanks @mileycyrus for a great song
1041053,Positive,listen @mitchelmusso album  I'm addicted to him!
1041054,Positive,listen and u will hear #deathandtaxes#musicmonday 
1041055,Positive,Listen Angra and playing AlphaBounce 
1041056,Positive,Listen Children I HATE TO YELL  I like to talk &quot;softleeeey&quot; got your ATTENTION NOW ? 'k COOL - Listen Up A Short Story - REALLY
1041057,Positive,Listen Extra Hard Today 
1041058,Positive,Listen to &quot;Just like you&quot; by Keb' Mo' .. amazing. 
1041059,Negative,Listen to &quot;Weightless&quot; by All Time Low. I've had it on repeat a lot lately. It's currently the story of my life 
1041060,Positive,listen to @sarahlane and @martinsargent playing True or Poo on TWIF (twit.tv). Great entertainment for lunchtime 
1041061,Positive,Listen to @vgzombies for latest on dj hero and stuff I helped contribute 
1041062,Negative,LISTEN TO ADORE YOU BY LIL RAIN WHEN READING RAVS STORY!! HONESTLY MAKES THE STORY THAT MORE UPSETTING  IN A GOOD WAY! HAHA
1041063,Positive,Listen to all of VD's song from my phone... ha..ha... 
1041064,Positive,Listen to day 26 
1041065,Positive,listen to Drake on the ipod..bout to clean my kitchen..ugh lol THEN i can finally go out 
